county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Decatur County,Iowa,Summer,40.59604,-93.77783,6/14/2000,Class A,72.36,57.95,58.77,0.77,0.75,0.43,,1005.99,8,9.25,246,11.99
Mason County,Washington,Spring,47.3542,-123.2334,4/14/1996,Class B,70.36,50.7,39.21,0.59,0.2,0.89,0,1016.13,7,9.9,182,0.8
Mason County,Washington,Fall,47.27667,-122.8858,10/15/1993,Class A,56.5,48.63,51.51,0.89,0.99,0.01,0.0187,1011.98,2,5.86,358,0.73
Pierce County,Washington,Winter,47.00444,-122.5386,3/13/2000,Class B,56.65,44.41,41.72,0.85,0.94,0.27,0.0243,1017.29,3,7.64,214,2.44
Thurston County,Washington,Summer,46.9363,-122.7607,7/26/1985,Class B,85.87,48.73,47.04,0.5,0.09,0.32,0,1016.96,9,9.38,0,2.47
Pierce County,Washington,Summer,47.32944,-122.5789,8/18/1999,Class B,73,58.37,57.1,0.82,0.79,0.24,0,1015.48,5,7.23,221,4.67
Thurston County,Washington,Spring,46.94913,-122.6869,5/3/1990,Class A,70.1,42.28,49.18,0.73,0.78,0.31,0,1026.5,5,7.97,7,2.07
Pierce County,Washington,Winter,47.05472,-121.8211,11/16/1979,Class B,29.63,29.46,26,0.9,0.54,0.9,0.0015,1016.86,1,4.48,92,8.4
Pierce County,Washington,Winter,47.3724,-122.5819,1/1/1996,Class B,50.29,47.59,44.41,0.88,0.99,0.38,0.0008,1028.02,1,8.33,165,4.36
Pierce County,Washington,Spring,47.15556,-122.4328,4/16/1980,Class B,67.31,43.59,38.36,0.65,0.62,0.07,0,1018.73,6,8.3,246,2.17
Pierce County,Washington,Fall,47.01278,-121.4642,11/28/1997,Class A,30.9,29.08,28.49,1,0.98,0.95,0.0226,1012.94,1,1.36,91,3.2
Pierce County,Washington,Winter,47.3704,-122.782,12/7/1979,Class A,50.18,41.64,43.73,0.86,0.95,0.64,0.001,1021.51,1,7.42,122,0.3
Thurston County,Washington,Summer,46.94917,-122.6869,8/16/1967,Class A,93.71,55.25,51.53,0.51,0.11,0.39,0,1013.97,8,7.47,290,2.24
Pierce County,Washington,Summer,47.01278,-121.4642,6/10/1995,Class A,53.22,31.28,39.63,0.86,0.8,0.41,0,1016.55,5,8.02,110,4.04
Missoula County,Montana,Summer,46.97694,-113.8381,7/14/1977,Class A,76.73,43.8,39.06,0.55,0.08,0.94,0,1019.89,9,10,334,0.8
Skagit County,Washington,Summer,48.36861,-122.2778,8/9/1986,Class A,61.76,49.7,55.2,0.98,0.08,0.13,,1011.39,7,7,245,3.4
Morrow County,Ohio,Summer,40.38609,-82.69884,6/1/1977,Class A,79.12,50.16,47.71,0.46,0.48,0.49,,1007.62,8,9.83,267,14.24
Floyd County,Iowa,Fall,43.17215,-92.76577,8/1/1977,Class A,85.47,60.62,54.96,0.72,0.18,0.58,,1016.33,8,10,221,7.98
Cass County,Texas,Summer,33.18528,-94.25556,7/15/1997,Class B,80.39,73.19,72.63,0.84,0.15,0.34,,1017.18,11,7.65,212,2.41
Umatilla County,Oregon,Summer,45.5,-118.42,6/15/1976,Class A,69.78,46.97,40.01,0.62,0.54,0.63,0,1013.77,9,8.65,285,4.3
Missoula County,Montana,Summer,47.03222,-114.0906,7/13/1989,Class C,78.24,53.23,59.1,0.81,0.58,0.33,0.0105,1019.68,8,9.13,349,7.85
Skamania County,Washington,Spring,45.62778,-122.0194,4/29/1978,Class A,62.96,46.55,38.66,0.65,0.52,0.74,0,1019.03,8,9.7,308,2.12
Snohomish County,Washington,Unknown,48.2475,-121.9425,5/14/1958,Class A,74.55,50.62,43.48,0.54,0.69,0.87,,1021.11,4,9.87,22,1.97
Snohomish County,Washington,Unknown,48.11556,-122.0958,1/11/1980,Class A,40.02,35.95,30.05,0.79,1,0.79,,992.79,1,7.2,126,12.43
Snohomish County,Washington,Unknown,47.9817,-122.0447,7/13/1988,Class A,64.91,54.61,53.87,0.78,0.98,0.01,,1014.83,4,10,32,0.55
Snohomish County,Washington,Winter,47.7853,-121.6647,2/6/2000,Class A,49.5,40.49,42.43,0.92,0.6,0.04,,1024.68,2,10,111,7
Thurston County,Washington,Summer,46.803,-122.4133,8/15/1973,Class B,63.13,51.25,49.17,0.87,0.76,0.55,0,1017.95,4,7.56,236,2.11
Thurston County,Washington,Fall,46.803,-122.4133,9/16/1981,Class B,81.82,52.32,54.42,0.77,0.16,0.59,0,1015.55,5,9.69,271,1.25
Thurston County,Washington,Summer,46.803,-122.4133,7/29/1977,Class A,71.46,48.13,50.11,0.71,0.41,0.47,0,1024.95,7,10,261,1.65
Thurston County,Washington,Spring,46.985,-122.7669,5/16/1984,Class A,58.93,42.41,40.87,0.7,0.66,0.56,0,1019.04,5,8.88,201,4.98
Whatcom County,Washington,Summer,48.78056,-122.1483,6/16/1976,Class B,57.14,42.66,50.78,1,0.82,0.66,,1015.9,4,6.39,202,7.22
Pierce County,Washington,Unknown,46.9974,-122.1694,8/16/1996,Class A,69.26,49.41,53.33,0.78,0.73,0.07,,1020.74,5,8.69,224,4.54
Yakima County,Washington,Summer,46.71444,-120.6694,8/30/1996,Class A,80.85,45.75,48.96,0.58,0,0.58,0,1012.12,7,9.95,283,7.82
Kittitas County,Washington,Unknown,46.97944,-121.0939,10/25/1997,Class A,48.41,39.41,30.36,0.6,0.44,0.83,,1024.45,3,10,92,2.91
Yakima County,Washington,Fall,46.5602,-121.1458,11/1/1996,Class B,35.23,8.21,17.75,0.97,0,0.7,0,1029.8,2,8.63,280,2.41
Spokane County,Washington,Winter,47.92528,-117.1153,12/28/1961,Class B,23.6,21.48,19.13,1,1,0.71,0.0102,1022.22,1,2.19,83,1.1
Dade County,Florida,Spring,25.4817,-80.5158,3/15/1972,Class B,78.18,64.12,58.33,0.66,0.36,0.01,0,1017.73,7,9.83,122,4.01
Pierce County,Washington,Fall,47.1772,-122.1852,10/11/1975,Class A,55.75,47.83,48.37,0.92,0.81,0.24,0,1015.51,2,6.89,38,0.67
Pierce County,Washington,Fall,47.2416,-122.1833,10/13/1975,Class A,54.61,46.49,48.51,0.89,0.96,0.3,0,1023.85,2,8.79,193,3.33
Pierce County,Washington,Spring,47.0945,-122.0874,4/30/1978,Class B,56.39,41.51,40.83,0.75,0.91,0.78,0,1014.23,5,9,282,0.56
Whatcom County,Washington,Summer,48.8178,-122.1656,8/27/1977,Class A,67.18,56.74,51.64,0.78,0.79,0.46,,1015.2,4,10,184,4.45
Clark County,Ohio,Summer,39.92104,-83.95184,9/15/1993,Class A,70.17,49.82,56.51,0.74,0.86,0.98,0.01,1018.01,5,7.8,333,3.78
Clark County,Ohio,Fall,39.85461,-83.94906,10/15/1998,Class A,64.64,47.43,41.33,0.73,0.26,0.85,0,1023.3,4,9.4,156,1.91
Clark County,Ohio,Fall,39.86096,-83.96562,10/15/2000,Class A,72.85,51.75,51.51,0.66,0.83,0.58,0.0015,1018.96,3,9.09,195,4.11
Clark County,Ohio,Fall,39.89216,-83.96123,11/24/2000,Class A,44.93,35.46,17.79,0.58,0.48,0.96,0,1024.33,2,10,85,5.82
Amherst County,Virginia,Fall,37.53434,-79.49707,11/1/1988,Class B,52.69,32.55,33.88,0.82,0.56,0.76,0.0189,1012.37,3,7.45,323,4.08
Autauga County,Alabama,Unknown,32.4456,-86.5653,8/15/1985,Class B,88.74,72.3,71.61,0.82,0.7,0.97,0.0041,1017.02,5,6.98,126,4.49
Kitsap County,Washington,Spring,47.4549,-122.2825,5/19/1973,Class A,59.1,43.72,42.68,0.7,0.87,0.58,0,1015.37,5,9.93,214,7.47
Midland County,Michigan,Fall,43.59611,-84.42722,9/15/1977,Class A,62.05,55,48.84,0.83,0.66,0.08,,1023.83,4,7.7,88,8.16
King County,Washington,Spring,47.1608,-121.6594,5/15/2000,Class B,63.22,49.34,41.9,0.57,0.52,0.42,0.0009,1013.23,7,9.79,222,3.51
Washington County,Oregon,Fall,45.48204,-122.9903,10/15/2000,Class A,57.19,49.79,43.69,0.88,0.61,0.58,0.0006,1019.22,2,6.17,98,0.43
Blount County,Alabama,Summer,34.1288,-86.68,8/25/1975,Class C,89.82,80.78,72.5,0.7,0.26,0.62,,1017.28,8,9.62,77,10.41
Broward County,Florida,Fall,26.28585,-80.17845,9/15/1994,Class B,87.11,80.97,75.82,0.83,0.86,0.36,0.01,1017.59,10,9.43,113,9.63
King County,Washington,Summer,47.41,-121.725,9/10/1994,Class B,61.27,48.7,50.78,0.88,0.8,0.18,0.0021,1016.94,4,9.9,220,2.76
Carter County,Kentucky,Winter,38.33885,-82.89059,1/15/1983,Class B,33.42,22.31,23.62,0.72,1,0.05,0.0059,1015.14,2,4.56,299,10.35
Stark County,Ohio,Winter,40.77789,-81.25768,2/24/2001,Class A,38.3,41.37,20.53,0.64,0.67,0.04,0.0007,1027.3,4,8.54,121,9.19
Cherokee County,Georgia,Winter,34.28745,-84.59345,11/3/1993,Class A,59.19,51.1,38.38,0.73,0.84,0.63,,1026.54,3,8,217,1.33
Cobb County,Georgia,Spring,34.0474,-84.68864,5/8/1999,Class B,79.25,54.39,51.35,0.64,0.21,0.75,,1015.36,10,9.03,284,5.7
Walla Walla County,Washington,Winter,46.0675,-118.0519,3/6/2000,Class B,35.45,25.54,28.46,0.97,0.93,0.02,0.0287,1008.06,3,6.68,175,8.77
Onslow County,North Carolina,Fall,34.6894,-77.2914,10/1/1965,Class A,79.78,71.48,68.9,0.79,0.9,0.22,,1016.4,4,5.89,201,9.4
Merrimack County,New Hampshire,Winter,43.28556,-71.46778,1/10/2001,Class B,21.08,8.6,1.84,0.55,0.12,0.53,0.0001,1011.39,2,10,313,9.19
Clackamas County,Oregon,Winter,44.97487,-122.3057,3/18/2001,Class B,48.06,30.06,43.63,1,0.96,0.81,0.0179,1018.59,3,9.79,190,10.97
Kittitas County,Washington,Summer,47.2842,-121.0777,10/16/2004,Class B,53.42,46.29,46.86,0.88,0.98,0.09,0.012,1002.24,2,1.99,261,1.57
Douglas County,Kansas,Fall,38.9142,-95.2577,1/26/2005,Class A,40.63,29.59,29.48,0.73,0.62,0.54,0,1022.05,2,10,357,6.92
Greene County,Missouri,Summer,37.07354,-93.13545,6/1/1988,Class A,82.76,55.75,61.15,0.74,0.86,0.54,0.0034,1014.87,5,8.12,148,4.84
Henderson County,North Carolina,Winter,35.36,-82.4831,12/19/2000,Class B,32.89,8.82,19.77,0.76,0.99,0.81,0.0052,1011.11,2,5.8,357,9.44
Chelan County,Washington,Winter,47.35305,-120.2955,10/17/2004,Class A,49.13,40.25,44.76,0.92,0.88,0.13,0.0157,993.41,2,9.35,321,0.76
Bartow County,Georgia,Spring,34.1226,-84.7038,5/20/1999,Class B,80.18,53.45,51.51,0.6,0.02,0.19,,1019.17,11,10,100,2.12
Bartow County,Georgia,Spring,34.1088,-84.6971,6/16/1999,Class B,80.41,66.03,68.96,0.93,0.98,0.11,0.0489,1013.88,5,4.31,49,2.3
Gwinnett County,Georgia,Spring,33.97005,-84.20175,4/30/1974,Class B,81.02,57.81,55.43,0.66,0.21,0.3,0,1020.08,7,8.32,271,5.84
Tillamook County,Oregon,Summer,45.75449,-123.866,9/13/1997,Class A,68.98,57.82,53.2,0.85,0.49,0.39,0.0061,1006.44,6,8.75,103,3.5
Miller County,Arkansas,Winter,33.31194,-93.8417,4/1/2001,Class B,71.32,59.25,41.71,0.57,0.11,0.27,0,1014.87,9,10,158,5.14
Victoria County,Texas,Summer,28.725,-97.06667,8/22/1997,Class B,98.34,76.15,73.22,0.71,0.06,0.66,0,1015.56,10,10,201,7.23
Lawrence County,Missouri,Summer,37.11433,-93.71506,9/1/1977,Class A,89.62,70.41,70.14,0.72,0.76,0.63,0,1019.95,6,10,190,4.84
Walla Walla County,Washington,Spring,46.03944,-118.0711,3/11/2001,Class A,46.7,34.63,32.97,0.83,0.17,0.58,,1020,4,10,194,11.24
Walla Walla County,Washington,Spring,46.0675,-118.0519,3/8/2001,Class A,43.55,27.54,38.73,0.98,0.84,0.47,0.0366,1018.97,3,8.86,187,9.41
Clark County,Wisconsin,Spring,44.6543,-90.0411,3/28/2000,Class A,42.72,28.48,25.75,0.68,1,0.77,0.0004,1004.14,4,9.99,341,14.28
Richmond County,Georgia,Winter,33.3646,-82.24471,12/1/1979,Class A,51.99,26.99,20.2,0.61,0.11,0.43,0,1024.26,3,10,230,4.73
Stewart County,Georgia,Summer,32.0538,-85.0409,8/30/2000,Class A,89.7,71.7,66.55,0.69,0.4,0.05,,1013.53,8,6.92,38,4.52
Modoc County,California,Spring,41.48722,-120.5414,3/30/2001,Class B,60.82,24.84,29.19,0.62,0.01,0.19,,1019.94,7,9.69,330,2.52
Middlesex County,New Jersey,Fall,40.478,-74.4611,12/11/2005,Class A,38.56,26.91,22.96,0.77,0.41,0.37,0.0005,1003.75,2,7.05,246,1.75
Fairfax County,Virginia,Summer,38.80319,-77.34879,8/15/1995,Class B,89.88,71.63,71.87,0.74,0.35,0.67,0,1014.65,8,7.2,123,3.37
Giles County,Virginia,Spring,37.29854,-80.82856,3/29/1997,Class A,65.95,44.42,46.08,0.68,0.38,0.68,,1008.55,7,9.61,268,8.84
Montgomery County,Virginia,Summer,37.02759,-80.38748,5/30/1998,Class A,85.22,62.1,64.41,0.79,0.09,0.17,0,1015.22,11,6.94,201,0.97
Wythe County,Virginia,Spring,37.22647,-81.09017,4/8/1984,Class A,59.76,41.76,28.22,0.48,0.76,0.24,,1020.84,5,8.75,107,4.81
Surry County,Virginia,Summer,37.1694,-76.77447,7/24/1998,Class B,87.83,72.74,69.55,0.71,0.8,0.04,,1014.96,6,6.49,74,1.3
Pierce County,Washington,Spring,46.9382,-122.382,4/25/2001,Class A,73.04,46.66,51.24,0.76,0.57,0.07,0,1018.49,7,7.77,19,4.18
Placer County,California,Fall,39.02028,-120.8169,9/7/1998,Class B,80.21,69.42,49.45,0.4,0.15,0.55,0,1009.68,8,10,200,1.4
Guernsey County,Ohio,Summer,39.95329,-81.39827,8/1/1999,Class B,87.63,62.4,63.93,0.66,0.88,0.64,,1012.33,6,8.22,332,4.78
Utah County,Utah,Spring,40.3857,-111.6992,5/4/1996,Class A,53.01,33.01,31.48,0.57,0.04,0.54,0,1015.44,10,10,318,11.1
Cleveland County,Oklahoma,Fall,35.21111,-97.24139,9/1/1995,Class B,97.72,72.06,62.72,0.49,0.07,0.23,0,1015.44,8,10,250,1.4
Ballard County,Kentucky,Winter,36.9372,-88.9949,1/20/1993,Class A,50.16,48.19,41.82,0.84,1,0.94,0.0197,1023.15,2,5.13,119,12.09
Bell County,Kentucky,Unknown,36.7999,-83.66641,12/31/1958,Class A,50.49,43.46,37.32,0.89,1,0.69,,1023.3,2,3.33,102,7.77
Jackson County,Mississippi,Fall,30.38345,-88.72985,9/8/2001,Class B,84.31,72.38,74.25,0.87,0.41,0.68,0.185,1013.34,5,8.75,100,0.76
Clark County,Kentucky,Summer,37.89508,-84.1989,8/1/1976,Class A,77.65,59.66,60.04,0.69,0.45,0.2,0,1014.33,8,9.12,9,8.02
Jefferson County,Kentucky,Summer,38.14415,-85.89175,8/1/1971,Class B,82.55,65.11,46.59,0.47,0.68,0.32,0,1021.53,7,7.12,178,3.31
Lawrence County,Kentucky,Summer,38.16205,-82.643,8/1/1995,Class B,94.59,67.56,69.48,0.68,0.31,0.16,0,1018.24,10,7.54,238,3.62
Perry County,Kentucky,Summer,37.2731,-83.49205,7/1/1986,Class B,84.41,69.49,71.09,0.86,1,0.83,0.0254,1013.42,5,4.96,198,4.8
Perry County,Ohio,Summer,39.78594,-82.29162,6/1/1978,Class A,86.68,63.63,60.04,0.7,0.37,0.87,,1015.74,8,7.35,189,3.33
Lonoke County,Arkansas,Fall,34.787,-91.735,8/11/2001,Class A,90.74,75.09,74.42,0.84,0.81,0.73,0.0269,1015.81,7,6.73,216,4.24
Pottawattamie County,Iowa,Winter,41.48453,-96.01464,12/12/1999,Class B,50.79,20.28,25.38,0.71,0.05,0.15,0,1017.4,2,8.7,284,2.56
Shasta County,California,Summer,40.4925,-121.8881,8/1/1991,Class B,87.32,51.95,49.72,0.52,0.06,0.69,0,1013.81,10,10,154,4.33
Alachua County,Florida,Fall,29.77535,-82.3657,9/29/1985,Class A,84.05,70.02,68.21,0.84,0.35,0.52,,1021.47,5,6.25,53,7.31
Walker County,Georgia,Summer,34.66005,-85.4034,8/4/1998,Class B,83.25,62.45,62.6,0.77,0.06,0.38,0,1020.06,10,8.4,114,0.24
Marion County,Oregon,Summer,44.8633,-122.6397,7/15/1976,Class A,86.78,48.79,53.79,0.66,0,0.64,0,1014.06,10,10,345,2.15
Benton County,Arkansas,Fall,36.25639,-94.07806,11/27/2000,Class B,53.53,28.67,28.59,0.67,0,0.06,,1018.49,3,10,269,1.38
Flagler County,Florida,Summer,29.47035,-81.1273,8/15/1974,Class A,87.23,75.15,71.77,0.76,0.3,0.92,0,1020.65,9,6.96,119,4.46
Jackson County,Oregon,Fall,42.08845,-122.7465,9/23/1995,Class B,73.28,45.37,40.85,0.64,0.11,0.96,0,1013.06,6,10,327,1.76
Columbiana County,Ohio,Summer,40.70386,-80.58332,6/15/1982,Class A,80.96,65.86,52.7,0.56,0.53,0.78,0,1012.67,6,9.62,204,8.5
Clark County,Washington,Winter,45.7811,-122.5322,1/15/1984,Class A,40.68,21.99,17.57,0.52,0,0.4,0,1028.19,1,10,90,13.77
Somerset County,New Jersey,Summer,40.7446,-74.6215,4/23/2004,Class A,58.57,45.63,50.05,0.82,0.9,0.13,0.0026,1018.26,4,9.77,50,3.45
Mason County,Washington,Summer,47.2641,-123.1583,7/3/2001,Class B,85.13,53.48,49.57,0.56,0.06,0.44,0,1018.1,9,10,28,2.96
Greene County,Arkansas,Winter,36.12083,-90.51056,1/10/1988,Class A,26.98,3.05,7.78,0.73,0.16,0.7,,1032.93,3,9.08,55,3.06
San Diego County,California,Winter,32.71528,-117.1564,2/15/1981,Class C,77.09,55.08,50.68,0.66,0.59,0.4,0,1016.98,4,7.57,301,3.05
Cabell County,West Virginia,Summer,38.46118,-82.07358,6/15/2001,Class B,89.4,69.41,71.63,0.81,0.29,0.8,0.0043,1013.79,9,6.82,209,2.82
Marquette County,Michigan,Summer,46.61183,-87.73236,8/1/1991,Class A,77.72,52.47,47.97,0.54,0.25,0.69,0,1012.82,8,9.83,276,8.71
Payne County,Oklahoma,Winter,36.02306,-97.1225,12/30/1997,Class A,55.67,21.47,28.5,0.66,0.24,0.03,,1016.92,2,10,290,8.46
Latimer County,Oklahoma,Summer,35.00278,-95.34111,7/15/1977,Class B,95.31,71.18,70.88,0.7,0.53,0.97,,1018.84,6,7.67,132,2.05
Marinette County,Wisconsin,Winter,45.43522,-88.12464,2/18/1999,Class B,20.13,2.12,7.57,0.73,1,0.09,,1019.86,2,9.3,336,4.07
Curry County,Oregon,Winter,42.07,-124.3,3/17/2001,Class A,51.04,48.78,45.78,0.95,1,0.78,,1021.95,3,,173,7.16
Volusia County,Florida,Summer,28.98195,-80.86715,11/7/2004,Class B,75.82,50.2,53.4,0.68,0.02,0.83,0,1017.65,5,9.96,345,3.06
Stark County,Ohio,Winter,40.74065,-81.35575,2/15/1995,Class A,42.38,32.34,27.43,0.78,1,0.49,0.0133,1014.44,3,5.52,168,9.42
Curry County,Oregon,Spring,42.08,-124.3,6/4/2001,Class A,55.52,48.67,46.01,0.91,0.37,0.46,,1015.36,9,,328,1.22
Defiance County,Ohio,Spring,41.2625,-84.38103,5/24/1998,Class A,69.89,55.49,52.28,0.77,0.7,0.96,0.0527,1012.67,8,8.68,84,6.24
Cleveland County,Arkansas,Summer,33.82111,-92.03389,7/29/2001,Class A,92.95,77.64,75.23,0.78,0.15,0.33,,1016.53,10,10,221,7.09
Washtenaw County,Michigan,Summer,42.30472,-83.60472,8/7/2001,Class A,94.51,71.84,71.31,0.69,0.18,0.6,0.0009,1017.55,8,9.73,268,7.89
Park County,Montana,Summer,45.66722,-110.8069,8/22/2001,Class A,85.19,57.33,38.31,0.38,0.07,0.14,0,1010.28,8,9.66,126,2.09
Lincoln County,Wisconsin,Unknown,45.22849,-89.67523,8/12/1979,Class A,70.46,57.36,52.31,0.77,0.68,0.67,,1014.85,5,9.79,204,7.4
Washtenaw County,Michigan,Winter,42.285,-83.59014,2/15/2001,Class B,32.14,28.61,24.01,0.8,0.9,0.76,0,1018.55,3,9.81,57,4.1
Morgan County,Alabama,Summer,34.4881,-86.6333,6/1/2000,Class A,87.05,61.32,59.18,0.62,0.05,0.97,0,1021.06,10,9.45,151,3.79
Carroll County,Arkansas,Summer,36.34389,-93.76,6/15/2001,Class B,80.79,58.45,60.29,0.73,0.38,0.8,,1015.94,11,8.81,279,3.6
La Crosse County,Wisconsin,Unknown,43.98694,-91.33662,9/10/1975,Class C,84.96,60.11,61.18,0.78,0.68,0.18,,1015.36,5,7.5,177,10.24
Polk County,Oregon,Summer,45.07072,-123.6664,9/1/2001,Class B,73.53,46.54,54.61,0.71,0.74,0.46,,1014.73,4,,229,4.39
Tuscarawas County,Ohio,Unknown,40.27488,-81.51749,5/1/1997,Class A,53.32,31.75,42.81,0.7,0.85,0.81,,1004.39,4,10,284,14.21
Montezuma County,Colorado,Summer,37.4625,-108.2083,9/8/2001,Class A,60.31,24.33,22.22,0.45,0.01,0.68,,1012.65,9,10,354,8.15
Franklin County,Iowa,Fall,42.73854,-93.22192,9/1/2001,Class A,76.86,59.35,54.64,0.76,0.01,0.46,0,1016.97,7,9.23,154,7.31
Park County,Colorado,Fall,39.20834,-106.0417,9/30/2001,Class B,59.79,33.41,28.27,0.58,0.38,0.44,0,1023.01,5,10,139,2.35
Saline County,Arkansas,Spring,34.52473,-92.70348,4/4/1975,Class B,63.93,38.31,29.94,0.55,0.2,0.78,0,1026.11,8,9.97,136,4.19
Washington County,Ohio,Summer,39.40877,-81.73172,7/4/1978,Class A,77.04,66.07,62.68,0.76,1,0.97,,1014.07,5,3.92,350,5.64
Lane County,Oregon,Summer,44.09462,-123.3724,8/12/1983,Class B,83.35,52.39,54.66,0.7,0.21,0.15,0,1019.41,8,9.83,357,11.69
Washington County,Oregon,Fall,45.76569,-123.3601,10/14/2001,Class B,59.32,34.32,49.26,0.92,0.73,0.93,,1020.81,3,9.36,212,0.33
McCurtain County,Oklahoma,Fall,34.45195,-94.60042,10/19/2001,Class B,71.56,56.43,54.18,0.88,0.59,0.11,,1015.96,4,9.75,98,1.18
Geauga County,Ohio,Spring,41.39803,-81.33974,10/26/2001,Class A,40.08,37.86,32.37,0.75,1,0.33,0.0075,1012.37,2,8.4,260,23.94
Boyd County,Kentucky,Summer,38.42968,-82.64877,8/15/1998,Class A,81.26,69.4,63.46,0.75,0.67,0.78,0.0005,1013.02,7,2.68,103,0.86
Burke County,North Carolina,Fall,35.83845,-81.80479,10/20/2001,Class B,73.44,44.1,42.79,0.65,0,0.14,,1019.34,5,9.05,269,0.1
Thurston County,Washington,Spring,46.96515,-122.69,10/10/2004,Class A,62.1,45.5,49.64,0.86,0.64,0.88,0,1024.62,3,8.49,193,1.36
Morrow County,Ohio,Winter,40.4764,-82.80257,1/1/1978,Class A,35.6,13.67,24.44,0.79,0.94,0.73,0.0079,1008.61,1,3.21,239,8.69
Limestone County,Alabama,Fall,34.6802,-87.00665,10/15/2001,Class A,73.38,45.94,47.95,0.71,0,0.96,0,1020.64,6,10,125,3.17
Coos County,Oregon,Fall,43.54165,-123.875,11/14/1995,Class A,56.43,49.79,50.11,1,0.78,0.73,,1015.89,2,4.66,207,2.97
Geauga County,Ohio,Summer,41.47349,-81.3726,8/15/1980,Class A,75.4,58.59,63.7,0.77,0.91,0.15,0.0026,1015.11,5,9,359,6.63
Caldwell County,North Carolina,Fall,35.94585,-81.7418,9/9/1998,Class B,70.98,47.58,42.42,0.53,0,0.62,,1015.05,8,9.96,2,4.93
Henderson County,North Carolina,Spring,35.33975,-82.443,4/15/1983,Class A,57.79,34.94,45.76,0.82,0.59,0.08,0.0098,1012.04,6,8.08,346,10.6
Onslow County,North Carolina,Summer,34.7576,-77.5873,7/15/1987,Class B,79.41,69.82,70.19,0.84,0.79,0.67,,1013.31,6,5.68,80,4.1
Pender County,North Carolina,Spring,34.3924,-77.7485,3/31/1998,Class B,79.89,67.69,62.1,0.75,0.36,0.14,0.0005,1018.2,7,9.53,182,10.51
Yancey County,North Carolina,Spring,35.74875,-82.26195,3/15/1988,Class B,22.21,13.2,9.5,0.79,0.46,0.91,0,1014.47,7,9.5,348,16.94
Allen County,Ohio,Fall,40.65572,-83.93892,11/1/1999,Class B,73.11,40.72,51.09,0.73,0.08,0.79,,1017.69,3,7.17,181,6.53
Allen County,Ohio,Winter,40.73412,-84.06565,3/15/1987,Class A,35.69,27.95,25.23,0.74,0.97,0.5,,1022.88,4,6.96,59,16.29
Ashland County,Ohio,Fall,40.82327,-82.32803,9/15/1991,Class A,90.27,76.21,57.31,0.51,0.46,0.24,0,1017.59,6,6.83,221,9.95
Holmes County,Ohio,Summer,40.59935,-82.23988,7/3/1997,Class A,76.54,60.51,61.02,0.72,0.36,0.96,0,1006.01,7,9.86,262,10.84
Keweenaw County,Michigan,Fall,47.232,-88.16361,11/15/2001,Class B,60.06,37,47.63,0.75,0.3,0.02,,1010.52,1,,281,11.22
Nacogdoches County,Texas,Fall,31.33333,-94.33334,10/15/2003,Class B,75.84,52.21,48.04,0.67,0,0.66,0,1019.45,6,10,137,1.37
Pierce County,Washington,Winter,46.766,-122.1652,1/1/1992,Class A,41.05,37.42,35.47,0.99,0.95,0.9,,1017.45,1,6.77,168,2.7
Nevada County,California,Spring,39.21278,-120.8908,6/1/1978,Class A,73.41,57.45,34.67,0.34,0.07,0.87,,1005.96,9,8.05,220,1.29
Nevada County,California,Summer,39.30056,-120.6672,8/1/1984,Class B,77.15,56.72,39.7,0.35,0.04,0.16,,1008.39,10,7.73,194,4.39
Clackamas County,Oregon,Winter,45.33175,-121.9139,11/29/2001,Class A,42.59,36.56,39.67,0.96,0.95,0.46,0.0216,1003.57,1,8.85,221,7.41
Storey County,Nevada,Summer,39.29056,-119.6564,9/15/1980,Class A,73.96,36.31,33.98,0.5,0.59,0.19,0,1014.81,6,10,93,1.33
Madison County,Illinois,Summer,38.809,-89.918,6/6/1973,Class C,79.19,59.11,57.92,0.69,0.23,0.2,0,1016.87,10,9.5,282,6.07
Johnson County,Illinois,Fall,37.34339,-88.71672,10/15/1989,Class A,84.26,62.31,57.56,0.71,0.28,0.53,0,1015.45,4,7.5,178,6.61
Coconino County,Arizona,Winter,34.90831,-110.8403,12/24/2000,Class A,56.54,30.64,13.22,0.46,0,0.97,0,1018.93,3,10,174,2.25
Cooper County,Missouri,Fall,38.81124,-92.59781,10/15/1975,Class A,62.09,39.72,49.65,0.75,0.84,0.36,0.0108,1017.49,4,9.75,284,7.06
El Paso County,Colorado,Winter,38.6691,-104.8604,12/15/1999,Class A,44.58,23.24,3.78,0.35,0.4,0.25,0,1024.03,2,9.35,329,3.67
Hancock County,Illinois,Fall,40.4664,-91.0007,11/15/2000,Class A,48.64,34.03,24.2,0.64,0.31,0.64,0,1014.85,3,10,186,8.57
Athens County,Ohio,Fall,39.47642,-82.24155,11/19/1998,Class B,59.03,39.25,44.3,0.73,0.55,0.02,,1016.75,2,8.29,206,8.04
Coshocton County,Ohio,Spring,40.25597,-82.1334,4/15/2001,Class B,53.21,38.58,45.55,0.86,0.71,0.75,0.0517,1008.17,5,7.22,14,4.49
Cabell County,West Virginia,Fall,38.5464,-82.25949,11/15/1960,Class B,75.98,56.01,40.7,0.6,0.5,0.88,,1019.31,2,,220,7.28
